product,title,rating,body
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Wrost product,1.0,Very very wrost product from AmazonI purchased this product and I'm facing many problems1. Heating2. Very slow charging3. Battery drained very fastTechnician also come they say yes sir ur product is defective but they give report that product has no problem.I'm really very disappointed with this product or AmazonVery very bad service provide by Amazon
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Poor quality, really disappointed. Pls don't buy",2.0,"I took this phone because it says ""made in india"". But actual phone has made in china.The built quality, screen resolution is not good, it's poor quality. It's just marketing tricks to release in schedule time and given configuration.I have motorola phone, using it from two years. With 42mp camera. That resolution is far better than thus redmi.I suggest don't purchase redmi."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Feeling sorry for the battery.,4.0,"Here's my review after using Redmi Note 9 for 3days.Perfect phone for a perfect price. Camera quality is just awesome.If I was to say about the battery, I would like to mention that it doesn't gives much backup. It drains faster. By 10:30pm that is before going to bed at night, I checked the buttery ℅ & it was 41%. When I checked it on morning by 5:30am after waking up, battery % was showing 32%.Without using the phone, 10℅ charge was gone within 7hrs. And also the super fast charging is useless. The phone takes 2.5hrs to charge from 0% to 100℅.Another weak point is that, it is MADE IN CHINA.☹️"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Delivered me made in China 😩 not made in india,3.0,Delivered me made in China not made in India . One bad thing.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Don't buy,2.0,The phone is annoyingly slow. It says 4GB processor but if was easily beaten by some older 2GB processor phones. 48mega pixel camera is for name sake. A Samsung/ Moto /OnePlus 20odd megapixel camera is better than this phone. Highly disappointed in this Redmi phone. Battery charging speed seems to be a decade behind 3 hours required for full charge c30% charge per hour..
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Real me 6i or redmi note9?,5.0,"I am having both realme 6i and redmi note 9.I must say,always go for note 9.Realme 6i battery is really a shit.its draining more quickly when compared to note9.This is due to its 90hz display.Also there are heating issues while charging in realme  6i.Redmi note 9 is better in camera on good light conditions when compared to realme6i.Moreover realme  6i comes with 18 watt in box charger and redmi note 9 comes with 22.5 watt in box.even though real me 6i supports 30watt charging ,who's gonna buy that 30 watt charger that costs 1,400 rs.When coming into screen protection realme6i comes with an older version of gorilla glass whereas redmi note 9 comes with latest corning gorilla glass 5 (both camera and screen are protected).There are chances for real me 6i camera to get scratches as it is not protected using gorilla glass whereas note 9' s camera is protected with corning gorilla 5 glass.Final words: if you really worry about battery life then never ever go for realme 6i.A feature called 90 hz display in realme 6i drains it battery quickly.Its better to describe realme  6i as 'fast draining phone' rather than 'fast charging phone'.Guys don't believe in reviewers words as they say good review in favour of the mobile company which gives them better amount.Its better to ask your friends who brought this phone rather than watching review videos."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Not satisfied with front camera and  phone charging is taking to much time  to charge complete,1.0,Nice phone but the front camera was not to goodWe all need to take a good selfie in our phone but in this phone selfie camera is not goodOne more thing is that the  charging of phone is not better because it takes may be to charge the phone  0 to 100% it takes approx 3 hrsI know that one thing in the box the charger is of 22.5 w fast charging support but the phone was only support 18w chargingIn may words  18 w is also good to charge red mi note 9 but  this phone is taking to much time to  complete charge aprrox 3 hrs
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Not recommended me,3.0,Don't recoment it this is not 48 mp camera waste ur money phone struking and charging take too much time
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Camera not working after inserting sim card and can't return product,1.0,Camera stopped working after inserting sim card. Amazon delayed my order 5 days late and delivered it 2nd sep which was supposed to deliver on 28th Aug. And replacement window closed on 5th sep. Called amazon customer support but they said windows closed hence cant replace your item. Soon going to complain in consumer court against Amazon as this is totally wrong and I wish that they should replace my order soon.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Redmi note 9,5.0,REDMI note 9Camera is tha best parfomaneBattery very  good parfomanceThanks redmi note 9 sound  bass best video ply and collerPrice CE best 👌 Amazon thanksVery best mobileAnd looking and colour designingBest
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Worth of 15k,5.0,Good product...worth of money...must buy...one draw back is I updated the android 12 version within a day after receiving the product....
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Good budget device,5.0,"Perfect device in this price range. Strong processor for gaming, Big display, Large battery, good camera made this device perfect. This phone doesn't heat, battery stays long. Go for it. #Mi"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Excellent!!!,4.0,Nice at this price rAngeAll is good only battery drain in 8hrs after using heavy usage
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Overall Good product 👌,4.0,I like this product but camera quality not satisfy.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Average phone.,2.0,No option to exchange this phone in Amazon or FlipkartDisplay is good. Camera is not upto the mark. When taking video both sound and video are not in sync. Battery is getting drained off so quickly. For a video of 4 mins battery driained from 78% to 66%. For 11 mins usage battery drained off from 66% to 64% with WIFi On. But not used any kind of internet consuming application. Just done some navigation in the phone. Software is not tested properly as there are lot of graphical glitches while using the phone. Hope in next UI update it will be fixed.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Awesome Mobile at this Price..,5.0,Excellent MobilePros :Bigger DisplayBigger BatteryExcellent CamerasSmooth PerformanceCons :18.5 W Fast charging need to unlock 22.5W Support..Everything is Good ...
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Short review after 1 day use !!,5.0,You can play pubg in high graphics !!Battery backup is good...Display is awesome !!!Camera is awesome !!!Speaker sound is nice !Nice deal for 12k
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Good product but not imppressive,4.0,Nice product short range multi functioning at a instance with no lag ..performance above average .....
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Best Phone in this segment,5.0,Everything is best in this phone according to the price and its the best in this budget. The battery lasts for 2days with medium usage. It has 22.5 W charger in the box but supports only 18W. The Charing speed is not so impressive. The cameras are very nice and have improved more after software updates. Gaming performance is decent in this price. The user experience has improved more after MIUI 12 update and there are no banned apps. Overall I recommend it to everyone.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Not Made for PUBG,3.0,If u are a gamer then plzz don't buy this.....Pubg lags very much u can't even play like normal...but overall camera and battery is nice...
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Not recommend,1.0,The quality of the product is not good as we had not thought the notification light is not there when charging or any notification comes. The quality of the camera is also good as we thought it was not.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",super but not superb,5.0,"this is a great phone for both normal use gaming and productivitypros:1)great design even though the back is made up of polycarbonate material feels premium and strong2)no hang issues so far very fast3)videos are colorful and vibrant4)1080p display is very good and feels like a amoled display5)touch feels good6) charging is super fast and battery backup is goodcons:1) the main issue is that the banned apps are preinstalled like secuirity mi browser...etc2) camera is not good as expectedoverall conclusion is that, buy this phone if u want a premium phone on a low budget but if u can spend a couple of thoousands go for its higher versions like pro and pro max and maybe samsung as well!!"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Not undisputed champion,Not for gamers",4.0,"As of now#This mobile is not for gamersG 85 processor is performing same as G80 and half in G90. It lags, yeah only true gamer knows that.*Poor optimization (May this fix in upcoming updates)*Disappointing fast charging, it takes 2.32 hrs for a full charge (22.5 w charger given but it supports only 18w charging)Pros:*Heating problem sorted out*Descent camera,good looking body*Good battery backup****If u can pay 500 to 1000 more just go for poco m series it's 100% better than this mobile in performance,charging,backup.*****If u r a gamer go with poco m series and realme 6i which is far better in performance and excellent in quick charging.Finally note 9 is not undisputed champion. It's just a champ for household users and for normal usage."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Alright,3.0,"The cell look's n screen display is very good  . so far I have issues with my connectivity inside ( did not have the connection problem with my earlier cell). Battery also drains out quickly I feel. Audio is average . it's just my second day of usage , so far ok with the cell.thank you amazon for the prompt delivery."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Awesome phone... Value for money,4.0,Camera 3/5Battery 4/5Display 3.5/5Processor 4/5Speaker 4/5Look 5/5Value for money 4.5/5 It's been 7 days I bought this phone. Phone works good. But slight display glitch comes rarely...Mostly phone is nice n good.....But go for 6gb 128 gb..Or better processer.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Thank you Amazon for this lovely phone....😍🤩,5.0,Super look.Elegant.Lovely colour.Super camera.I really loved this.I didn't expected that I will able to get this phone.I am trying to buy this for last 2 weeks.But I didn't get it. So i lost my hope.And tried the last flash sale with no hope.But fortunately I got this phone with my desired colour.Really liked purchasing from amazon.I didn't get phone even from mi store.But got this from amazon. Really unexpected. Thank you seller and amazon.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",battery charging time,4.0,"i bought this phone in amazon prime day sell and it took around 10 days to arrive, now the pros of the phone i only notice good battery life,sound and screen quality but cons are it took almost 2.30 HRS TO full charge then what is the use of 18w fast charging comes with 22.5w charger its completely waste and the camera quality is also normal it does not looks like that you take a shot from a 48mp camera so if anyone is thinking of high quality snaps then dont buy it you can buy it only for its battery life and screen quality"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Regretting the purchase,2.0,"1. This product is Made in China.2. Heating a lot just after 10min of usage.3. Bloatware4. They promised that they will remove Mi Security, Mi Cleaner, etc but still exists. They lied.5. Front Facing camera is below average.6. Network issues as usual like other Mi phones. Not great at fetching the network signal.7. Feels bulky in hand.Finally regretting my purchase. I'm a Redmi phone user for the past 2 years."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Awesome 😊,5.0,Awesome ❤️❤️🙏 products
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",TRY TO AVOID THIS MOBILE,1.0,The worest product and service from Amazon I have ever seen the product was damaged and when I used to replace it there are not processing for replacePro:-1)NULLCONS:-)FULLbattery heatingCamera not upto extentProcessor slow for gamesBanned appsMade in china but tag is made in indiaFake suppliesMore failures of processorNo fast chargingOnly it arround 15 w
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Recommend,3.0,Overall phone performance is super good the reason I gave 3 stars because redmi is no new to me and I don't feel anything special in it while using it  I guess all redmi cells are same
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",WORST PRODUCT: Waste of Money,1.0,"Amazon is advertising this product as an ace, but the reality is far from what they say for the quality. Within a month from buying, the device starts to hang miserably including many other minor issues. The other issue I have been facing is the wifi connectivity. Wifi doesn't works efficiently unless the device is put on airplane mode, and on top of all this, no response from the company. I contacted amazon, but they deny to bear any responsibility. They just wanna sell the products, but with minimal to no cover for any faults/damages. SHAME on AMAZON.THIS PRODUCT IS NOT WORTH BUYING."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Value of money,4.0,"Xiaomi Redmi Note 9: Design and displayThe smartphone comes with what the company calls the Aura Balance design. It is the same design that Redmi Note 9 Pro and Redmi Note 9 Pro Max features. Back of the phone has a glossy finish making it reflective. Xiaomi Redmi Note 9 comes in three colour options: Pebble Grey, Arctic White, and Aqua Green. The review unit we got was the Pebble Grey colour variant. The phone looks good and sturdy, and will not disappoint you in terms of design.  You will also see a rectangular-shape cut out on the rear side housing the camera bump along with the fingerprint scanner. LED flash is placed beside the camera system. To the right side of the phone are the volume control buttons along with the power button. The SIM card tray is placed at the left side. Redmi Note 9 offers 2+1 card slots -- one for microSD card and two for SIM card each.Xiaomi Redmi Note 9 is equipped with 3.5mm headphone jack placed at the bottom edge. The phone comes with a USB Type-C charger. The charging port is also placed at the bottom along with speaker grills and a microphone. On the top edge of the phone is the IR blaster.  The smartphone features a 6.53-inch punch-hole display with 1080x2340 FHD+ resolution. The punch-hole housing the front camera is placed at the top-right corner, thus it hardly obstruct the viewing experience on Redmi Note 9. The display is a strong point of the phone. It provides sharp colours with adequate brightness. Viewing angles are good too.Despite its glossy back, the phone offers a firm grip. The smartphone feels sturdy and durable and can be easily used with a single hand.  Xiaomi Redmi Note 9: PerformanceRedmi Note 9 comes powered by MediaTek Helio G85 octa-core processor with a maximum frequency of 2.0GHz, a GPU frequency of 1000MHz, and up to 6GB of LPDDR4X RAM. There is a 4GB RAM variant of the phone as well. The handset comes in two storage options: 64GB and 128GB. The MediaTek processor can easily handle day-to-day usage without giving you much to complain about.Considering, Redmi Note 9 is a budget phone, our hopes were not much high about the speed and performance of the device. The loading speed of the apps was reasonably good. Switching between multiple apps was easy. Gaming experience too will not be a disappointment. However, there were heating issues with the device after prolonged gaming or long streaming hours. But again, that’s acceptable at the price point.  Xiaomi has packed Android 10 with a layer of MIUI 11 on the top in the Redmi Note 9 phone. As with other Xiaomi phones, this device too comes with much pre-installed bloatware. These include apps like the Mi Credit, Helo, Mi Community, Zili and more. Some of the apps have already been banned by the Indian government. One can always uninstall them as per their own choice. What struck us is that the phone suggests you download a few more apps even during the setup process. But that again is an individual’s choice to install or not.Moving on, the phone’s UI is typical of any Redmi phone. If you are using a Redmi phone, you may find it easy to use the phone simply because of the familiarity. Also, you get spam notifications on the device.Xiaomi Redmi Note 9 comes with a rear-mounted fingerprint scanner and Face Unlock technology for security and privacy of the device. Both worked well for us. The unlocking speed with both these security features was acceptable and just to the phone’s price.Xiaomi Redmi Note 9: CameraIn continuation of the trend these days, Xiaomi has introduced a quad lens camera system at the back with the Redmi Note 9. The phone offers a 48MP primary rear camera paired with three other sensors- a wide-angle lens, a macro lens and a depth lens. Again, there is not much new about the camera app and its UI. However, the company has added a separate Documents mode to Redmi Note 9 which can be used to scan important documents and papers. Considering the CamScanner app is no longer available, this is an important addition.The 48MP camera does justice to the object being captured. It is able to retain details and true colours more or less. However, the noise creeps in when you use the wide-angle lens. The sensor offers 8MP Ultra wide sensor with 118-degree field-of-view. Photos clicked were low in quality and lack detail."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Value for money performance,4.0,"Powerful Gaming processor. Superb game experience on pubg and CODSuperb battery performance, 22 w charging is not fast as expected.48 main cam and night mode is good.Low light performance is bad"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Worst product from redmi👎,1.0,I faced charging issue's it will took 6 hour  for full charge with 22w adopter.And they said this is hd resolution display but I didn't feel hd in it and phone will lagging after 1 to 2 hour of usedFinally my  opinion is please don't buy it for punctual camera just go for little higer price 14000 to 20000 will get a best one.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Redmi note 9 scarlet red 6/128💕💕,5.0,Vry nice product redmi note 9 scarlet red 6Rear camera 10/10Front camera 9/10Battery perfomance 10/10Charging speed more than 2 hour 0 to 100 %No heat no hang problem..Scarlet red colour very beautifullOverall product is very nice ...
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Hey Redmi ! Stop this SALE drama👎🏻,1.0,"Waited for more than a month to get Redmi 9 prime or Redmi Note 9 just because of this SALE drama😠 and a local shopkeeper is selling this phone at a higher price(300 - 400 ₹ extra than actual price). He has all the variants and colors and we as a customer are not able to get even a single color/variant 👎🏻Mobile brands (Redmi, Realme etc.) Should seriously think of this problem 🙈"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Got defective pice, speaker is not working",1.0,"Got defective piece, speaker is not working. Please rethink twice before buying this mobile. Better go for Samsung or hour within this range."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Good phone but does not meet expectation according to price,4.0,Camera and battery life is good but charging problem takes more than 2 and half hour to charge from 18w charging support
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Good Mid range Smartphone,4.0,Like :Good battery lifePowerful processorDecent daylight camera performanceDislike :Bloated UIGives 22.5W charger but phone supports only 18W
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Dont buy untill Redmi correct the front Camera issue.,3.0,"Please dont buy, otherwise you will feel like cheated.Its very big bug miss from Redmi side.There is issue with MI phone front camera.There is big issue with the front camera during video making.... It is not able to focus.Even i am highlighting same issue to Amazon and MI.Amazon is saying there is no issue as per shared by their technician and they are not addressing my issue.MI team is saying just reset the phone and after that they are saying 13MP can give this much only."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Best smart phone,5.0,Best performanceDisplay 5/5Camera5/5Sound5/5Battery5/4Charging time5/4In one time you can switch wifi and hotspot.But the temperature rise within 1 hour is more as of any realme phones. And charging 100% loss in only 8 hours.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",There is very big problem in apps and storage.,5.0,Its features are good but the only thing bothering me is the apps and storage. There are so many useless apps which I don't use at all and the phone won't allow me to delete it!I checked the storage and I found out that the useless apps all consume almost 20 gb of my storage! My phone only has 128 gb storage but I can only use 110 gb storage. Please do consider this............
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Worst ever product.,1.0,"Hey guys without wasting coming to the point. I didnt like this product at all reason listed below.(1) - In one day use I saw that battery is not upto mark, it drains swiftly.(2) - Camera so called 48mp is poor than realme 5i or even than redmi 8. Camera flash is very low. Display is not smooth.(3) - No charger cable was there in box.(4) - packaging was not good.And the last I was expecting made in India product and am given made in China mobile.Pathetic."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Must buy best in budget range value for money,5.0,First impressions is very goodBest phone by #mi #note 9Display quality is sharp and brightBattery backup is very good i almost got one day battery lifeIn terms of performance best phone at this price its easly handle PUBGCharging speed is also super greatSpeaker output is bestIf you are searching for best budget smartphone then #mi #redmi 9 is the best one
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Heating issue,1.0,Seeing heating while using internet and watching videos.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",power under budget,5.0,Its safe to say my cousin is happy with the phone so far. battery is huge keep her working on her studies whole day long. Thanks amazon for 2 day delivery.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Received used mobile and with bad condition,1.0,Don't by anything from amazon. Igot 2nd hand product from amazon this is not iam expecting from amazon.. Amzon sent returned product to me. Amazon think coustmers are fools don't by from amazon. Mobile has already screen gaurd with scratches and missing sim ejector pin also.. And mobile is completely used...
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Such a nice phone at this range,5.0,"Delivery done in 2 days.Reviewing after 1 month of usage.****************************************Stylish looks, smooth performance.It got a user friendly UI, latest Android 10 with 2.0 GHz 12mm Helio G85 a large 6.53"" FHD+ display.Watching 4K videos just soothes the mind.5020 mAH Battery backup is more than enough, in one full charge it lasts upto one working day or 2 days of normal uses and the 22.5W fast charging makes your life fast, it charges the phone from 0-100 in 50-60 mins (I don't know about other reviews they say more than 2 hrs).The face lock and fingerprint lock works amazingly, very fast unlocking.About camera, I haven't used much but 13 MP in-display front cam is sufficient and back cam as you know it gives 48+8+8+2 MP quad cam experience.Don't know much about gaming performance."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Fraud return policy be careful( you cannot return of phone is defective also),1.0,No return policy. Its fraud. You cannot return phones even if you received defective piece from amazon.I bought this phone today and  found issue of blur videos and voice not clear and when i went for return. They didnt give you an option to return. Instead Amazon will send technical person to look into it after 2 days means you cannot buy another phone and have to manage with this yourself. So please while buying any electronic item like phone. Must read Amazon return policy. Earlier it was not like that. Bad expereince. Shall inform to consumer court also for this amazon fraud. Please please don't buy phones or electronic item from amazon
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Product is good but made in china,4.0,Product is good but made in china though it was shown as Made in India
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",The #Redmi  #Note9 is one of the brand’s latest budget smartphones,5.0,"#Mi #Note9 4 GB RAM 128 GB Storage* Best at this budget.* Battery and Charging is cool, little bit heat generated.* Rear camera is superb & front cam is good at this price.* OS is decent, waiting to receive MIUI 12 update.* Super phone quality* Good performance* Big, bright screen* Overall I rate 9 out of 10"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Pretty Good! Amazon=Delivery Boss....,4.0,"Just got it Today! Amazon delivered it quite early....Hats Off!!!Phone looks great, can't complain about anything....I'm not really a mobile phone guy, but the phone feels pretty premium. The back looks like glass even though its plastic. 6Gb/128Gb seems like an awesome combo at 13,999/-. Was using a Redmi 4, and according to me Mi phones are pretty rock solid as my Redmi 4 has lasted for 4 years and is still running strong.Really don't care about the processing power, 2Ghz is good enough. Camera takes good and clear pictures, not like a DSLR, but good enough for social media.Cons, I feel the Fingerprint reader slightly lags sometimes. The phone is too big according to me(but its kind of a trend), but its my opinion and I come from a generation where smaller phones were better supposedly.Well then, hope it survives the test of time."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Above average product from Mi,3.0,"After a few days of use my observations:1. Touchscreen is excellent.2. Camera quality is inferior as compared to other Redmi phones. It doesn't work in low light.3. Fingerprint lock is not working.4. WiFi connectivity is very poor. It doesn't catches if I try to connect it from a distance. Whereas other phones get connected.5. It comes with a lot of junk apps. You have to spend some time to remove them. Many of them can't be removed.6. When listening to music, the sound quality is very poor. Go for Motorola if you want good sound quality.7. The screen size is good.8. Face recognition works excellent.Overall an above average product from Redmi."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Premium budget champion at an affordable price,5.0,After using two week I am writing this review the word undisputed champion really apt for this mobile.1) camera is pretty decent with 48 megapixel.2) battery beast3) fast charger4) display is pretty cool.Over all I can say it's a budget champion at this price of 12k.Thank you Amazon for providing this superb product.
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Go for something else - not recommended,3.0,"Bought this coz nothing else was available as all phones are on selected sale dates.I got the mi ui 12 update on this, phone does show signs of sluggish behavior, after the update.There are many who have reported defects in the redmi note 9 series phones with related to camera accumulating dust and wifi issues,I have not got such issues yet, what i have faced is some touch issues on browser or while scrolling youtube, sometimes auto scrolls or blocks my scroll. started happening after the miui12 udpate.Battery draining faster after miui 12.Charger is 22 watts but phone is charging at 18 watt only, to be udpated by MI by software as per reports.it takes 2 hrs to fully charge.As far as phone is concerned, its ok , camera video quality is bad coz its not sturdy it keeps readjusting focus.It does click good pics.Day to day work on this phone was good, heavy mails would render and open faster. mi ui is customizable, you can hide the notch.There is no notification light.Processing is fast. but not a gaming phone .....period !!!!Pubg was sluggish and few others would crash. may be mediatek processor is not as good as snapdragon.Or that mediatek decided g85 was a stupid release and introduced 90 and 95 series.g85 doesnt have any upper hand to g80 in any aspect, so you could prefer redmi 9 prime or poco which is on g80 and 2k cheaper.Speaker volume is low and display is not that bright,Would not recommend to buy this, there are more options available."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","Value for money device, good camera, performance is improved after MIUI12 update👌",5.0,"Value for money device:1. Beautiful display and design, position of the selfie camera is perfect almost full view experience.2. Performance is good, PUBG runs smoothly after MIUI12 update.3. Rear camera is superb, specially the ""Pro colour"" mode makes picture more attractive.4. Battery stays upto 2 days..Dislike:1. Charging speed, takes more than 2 hours"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Loved it!,5.0,"I did not notice any slowdowns while using the Redmi Note 9  for a week. With 4GB of RAM, multitasking isn't an issue, and I could switch between multiple apps very easily. I found face recognition as well as the fingerprint scanner to be very quick to unlock the smartphone.The display has good viewing angles and gets bright when outdoors.Camera performance is great :)It is a very good smartphone for the price. The performance it offers is adequate, and should keep many budget phone buyers happy. Its long battery life helps you go on throughout the day without worrying about charging. If you want a good all-rounder and a clean user interface, this is the one to go for."
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Review after a week,4.0,"Review after a week of usage-> Good battery life, i'm getting 2 day battery life(scrolling through feeds,chatting,2,3 hrs of Spotify,1/2 day of netflix).->Takes up to 1hr for full charge-> stock camera quality not up to mark, adding gcam could improve it.->Good sound quality, front speakers are excellent too.->No network problems.->Running on miui 12, hopping android 11 will be available soon.->No stuttering while doing casual tasks, i cant comment on gaming experience since i haven't done any till now"
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",A Good phone to buy.,5.0,"It is a fantastic phone for its price. It has good haptics, fast fingerprint and face lock, great display, good connectivity, miui12, great service across the country and a great back too. Some might say that add 1000 to your budget and buy and get realme 6i and then again someone will some add another 1000 and get samsung m21, as it has a bigger battery and a AMOLED display and this chain keeps on going.So just buy whatever your budget lets you too.You'll not be dissapointed.And remember ""It's not that the good phones have got cheap. It's the cheap phones that are now good."""
"Redmi Note 9 (Aqua Green, 4GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display",Very delicate product dont buy Mi Products online,2.0,"I Purchased mi note 9 phone in amazon on 18th Nov 2020, Delivered to me on 21/11/2020. I paid through Credit card and converted into EMI. Mi phone dropped from my hand on floor. I took it to the MI service center in vijayawada they said there is mother board problem. I was stunned when i heard that, I Purchased it worth of 12000 but the repairing cost is 7000/-.Whom to blame now, I lost money very badly. I just paid one month EMI only but rest has 5 more EMIs pending. Please dont buy the Mi products through online. They are very delicate products."
